CUSP_ID,NZMGE,NZMGN,ELAPSED_DAYS,MAG,DEPTH,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND
3370080,2417735,5735902,6.827897568,2.056,5,2010,9,10,12,27,51.64085
3370082,2465461,5739796,6.831626585,2.847,16.3618,2010,9,10,12,33,13.82796
3370088,2421907,5739275,6.840952396,2.275,5,2010,9,10,12,46,39.578
3386147,2414856,5731571,6.848520321,2.939,5,2010,9,10,12,57,33.44674
3370092,2460882,5737947,6.850965488,3.131,5,2010,9,10,13,1,4.70918
3370095,2461057,5737450,6.858927807,2.316,5,2010,9,10,13,12,32.6535
3370099,2442405,5734076,6.864883641,3.516,5.7774,2010,9,10,13,21,7.23758
3370103,2472092,5730861,6.873253895,2.599,12.9389,2010,9,10,13,33,10.42748
3370104,2431429,5739525,6.87577383,2.482,5,2010,9,10,13,36,48.14987
3370110,2434878,5735609,6.88499945,2.788,5,2010,9,10,13,50,5.24348
3370113,2443239,5735920,6.889916444,2.486,5,2010,9,10,13,57,10.07173
3386165,2447696,5745010,6.891456029,2.255,5,2010,9,10,13,59,23.09186
3370115,2469836,5729636,6.892624342,2.682,12,2010,9,10,14,1,4.03418
3370116,2463428,5734731,6.895490959,2.871,5,2010,9,10,14,5,11.70986
3370117,2461340,5737076,6.897420024,1.777,19.3646,2010,9,10,14,7,58.38103
3370120,2441843,5733876,6.902727913,3.624,5.431,2010,9,10,14,15,36.98265
3370121,2445467,5738294,6.904372933,2.823,5,2010,9,10,14,17,59.11237
3370123,2443431,5742815,6.909367458,2.401,5,2010,9,10,14,25,10.63937
3386503,2444562,5727921,6.916492427,2.288,5,2010,9,10,14,35,26.23666
3370127,2456946,5736084,6.918361984,2.671,13.8949,2010,9,10,14,38,7.76645
3370128,2461897,5733188,6.91953424,2.264,5,2010,9,10,14,39,49.04935
3386508,2471718,5734318,6.921176004,2.712,5,2010,9,10,14,42,10.89777
3370130,2461214,5738575,6.92292202,3.432,9.6603,2010,9,10,14,44,41.75349
3370132,2438556,5733285,6.929999385,1.765,5,2010,9,10,14,54,53.23785
3370142,2418431,5737624,6.947625698,2.107,5,2010,9,10,15,20,16.15131
3370150,2438115,5733105,6.960059573,2.146,5,2010,9,10,15,38,10.43811
3370152,2448031,5732325,6.962427339,2.429,5,2010,9,10,15,41,35.01312
3370159,2444754,5746737,6.977463471,3.456,5.5538,2010,9,10,16,3,14.13489
3386610,2466164,5734198,6.982599719,2.635,18.7209,2010,9,10,16,10,37.90672
3370163,2462746,5735822,6.987676224,2.758,14.7046,2010,9,10,16,17,56.51678
3370168,2442382,5748335,6.989234288,3.213,7.5999,2010,9,10,16,20,11.1335
3386614,2453549,5735527,6.996505623,2.009,5,2010,9,10,16,30,39.37683
3386618,2465012,5738866,7.002485266,2.564,14.485,2010,9,10,16,39,16.01799
3370175,2460507,5730747,7.006989121,2.393,5,2010,9,10,16,45,45.15101
3386621,2457340,5736915,7.009306428,2.664,19.1408,2010,9,10,16,49,5.36637
3388392,2443698,5750055,7.009779749,2.666,5,2010,9,10,16,49,46.26132
3370185,2433117,5732603,7.024978913,2.628,5,2010,9,10,17,11,39.46908
3370192,2463261,5732836,7.037557374,2.443,5,2010,9,10,17,29,46.24814
3370196,2496425,5716701,7.04373231,3.923,26.2045,2010,9,10,17,38,39.76261
3388369,2459644,5732555,7.054618976,2.471,5,2010,9,10,17,54,20.37053
3370207,2462623,5739237,7.067582611,2.553,5,2010,9,10,18,13,0.42857
3388372,2459644,5734062,7.07108272,2.997,12.9773,2010,9,10,18,18,2.83798
3389398,2460040,5715002,7.09277518,3.091,5,2010,9,10,18,49,17.06651
3370235,2459408,5739386,7.12455551,3.575,6.2605,2010,9,10,19,35,2.88708
3370241,2453303,5737304,7.136304117,3.301,7.6675,2010,9,10,19,51,57.96673
3370250,2453649,5737229,7.15377993,2.928,5,2010,9,10,20,17,7.87693
3370254,2433223,5737906,7.164989825,2.072,5,2010,9,10,20,33,16.41184
3370255,2466253,5732070,7.167442105,4.188,6.5308,2010,9,10,20,36,48.28883
3370257,2466749,5721829,7.172241224,2.472,5,2010,9,10,20,43,42.93272
3370262,2438180,5748241,7.184433204,4.057,7.1246,2010,9,10,21,1,16.31984
3370281,2467289,5733283,7.230870997,3.387,6.0489,2010,9,10,22,8,8.54515
3370288,2450789,5733300,7.246142807,1.953,20.932,2010,9,10,22,30,8.02955
3370294,2426132,5761724,7.260115725,2.538,7.9245,2010,9,10,22,50,15.2896
3370306,2446028,5738907,7.284165131,2.678,5,2010,9,10,23,24,53.15833
3370310,2438278,5735423,7.292662701,2.673,5,2010,9,10,23,37,7.34834
3370314,2408123,5714630,7.301064076,2.949,5,2010,9,10,23,49,13.22713
3370324,2451736,5732341,7.320986429,2.857,19.0714,2010,9,11,0,17,54.51842
3370325,2463648,5735859,7.323115047,3.331,14.9138,2010,9,11,0,20,58.43101
3370329,2459584,5735970,7.333639975,3.172,5,2010,9,11,0,36,7.78481
3370333,2452238,5737859,7.340682133,2.493,16.6566,2010,9,11,0,46,16.22724
3384009,2469660,5732760,7.370210502,2.492,5,2010,9,11,1,28,47.47835
3370347,2447734,5732388,7.375824733,2.497,5,2010,9,11,1,36,52.54789
3384022,2445114,5740376,7.394962099,2.631,5,2010,9,11,2,4,26.01634
3370358,2460496,5739620,7.398862809,2.49,5,2010,9,11,2,10,3.03773
3370359,2439442,5734108,7.401153299,2.572,5,2010,9,11,2,13,20.93603
3370362,2452274,5736558,7.408751027,2.466,5,2010,9,11,2,24,17.37971
3370396,2463698,5736277,7.46943348,2.917,5,2010,9,11,3,51,40.34366
3370403,2444469,5746049,7.483763139,2.691,5,2010,9,11,4,12,18.42616
3370413,2465553,5732550,7.504833641,2.689,5,2010,9,11,4,42,38.91753
3370421,2429797,5770389,7.519107756,2.67,8.4995,2010,9,11,5,3,12.20114
3384042,2445282,5739094,7.519224009,2.698,5,2010,9,11,5,3,22.24533
3370424,2460064,5737050,7.525156611,3.498,9.6318,2010,9,11,5,11,54.82218
3370425,2454465,5734489,7.526815023,3.6,9.1494,2010,9,11,5,14,18.10898
3370436,2439662,5741643,7.548825311,2.657,5,2010,9,11,5,45,59.79782
3370443,2448790,5732447,7.564612349,2.724,5,2010,9,11,6,8,43.79797
3386123,2419781,5739109,7.579910902,3.038,5,2010,9,11,6,30,45.59293
3370451,2459023,5732836,7.583691473,3.294,6.4181,2010,9,11,6,36,12.23422
3370461,2449259,5735249,7.606054268,2.67,5,2010,9,11,7,8,24.37975
3370470,2441275,5732509,7.625365038,3.148,5,2010,9,11,7,36,12.83026
3370474,2432576,5735708,7.636243569,2.504,5,2010,9,11,7,51,52.73535
3370475,2421459,5739163,7.637224999,3.073,5,2010,9,11,7,53,17.53088
3370477,2461729,5734838,7.642171988,2.726,5,2010,9,11,8,0,24.95079
3370481,2463333,5735532,7.650658219,2.927,5,2010,9,11,8,12,38.16111
3370483,2500551,5727183,7.655398723,2.877,23.9181,2010,9,11,8,19,27.74065
3370492,2420976,5738100,7.673562062,2.678,5,2010,9,11,8,45,37.05313
3386144,2451467,5738727,7.689314183,2.388,5,2010,9,11,9,8,18.03638
3370503,2460570,5733954,7.699401284,2.526,5,2010,9,11,9,22,49.56193
3370511,2440876,5733667,7.718138184,2.553,5,2010,9,11,9,49,48.4301
3370514,2461793,5734724,7.726049927,2.73,5,2010,9,11,10,1,12.00468
3370538,2419966,5735091,7.77762615,2.613,5,2010,9,11,11,15,28.19037
3370542,2451676,5733213,7.782178439,2.672,5,2010,9,11,11,22,1.50811
3386153,2461657,5732733,7.783245464,2.291,5,2010,9,11,11,23,33.69905
3370554,2444744,5734047,7.81212206,2.569,5,2010,9,11,12,5,8.63695
3370562,2445502,5733097,7.826529524,2.447,5,2010,9,11,12,25,53.4419
3370565,2468227,5732310,7.836295992,3.757,7.8665,2010,9,11,12,39,57.26469
3370569,2460852,5734198,7.844691527,3.112,5,2010,9,11,12,52,2.63895
3370608,2418846,5733188,7.921836464,2.235,5,2010,9,11,14,43,7.96146
3370612,2495627,5704836,7.932622544,2.49,22.4648,2010,9,11,14,58,39.87878
3370622,2458732,5742146,7.952105745,2.418,5,2010,9,11,15,26,43.22738
3370655,2457819,5736567,8.015801272,3.619,17.1143,2010,9,11,16,58,26.5209
3370656,2485262,5737208,8.019369635,3.051,5,2010,9,11,17,3,34.82746
3370661,2441229,5745995,8.029476731,2.87,9.2486,2010,9,11,17,18,8.08057
3370663,2443657,5734865,8.035103006,2.175,5,2010,9,11,17,26,14.19073
3386530,2452107,5740556,8.037587983,2.748,5,2010,9,11,17,29,48.8927
3370670,2421781,5738029,8.047784166,2.659,5,2010,9,11,17,44,29.84293
3370677,2460985,5729647,8.060889524,4.613,8.7984,2010,9,11,18,3,22.14584
3370698,2460011,5714029,8.100822436,2.771,5,2010,9,11,19,0,52.34943
3370705,2455803,5730287,8.117226139,2.48,18.3183,2010,9,11,19,24,29.62938
3370711,2461410,5732512,8.127434488,2.623,5,2010,9,11,19,39,11.63078
3370716,2460864,5737038,8.135628184,3.711,7.1101,2010,9,11,19,50,59.56607
3370718,2465724,5728579,8.140419733,2.637,12,2010,9,11,19,57,53.55591
3370735,2461166,5739624,8.179311225,2.739,5,2010,9,11,20,53,53.78087
3370736,2440035,5732983,8.182066297,2.717,5,2010,9,11,20,57,51.81905
3370743,2424820,5737399,8.196196439,3.121,5,2010,9,11,21,18,12.66335
3370754,2449923,5732447,8.218277643,3.096,5,2010,9,11,21,50,0.47937
3370761,2441702,5733517,8.233222006,2.578,5,2010,9,11,22,11,31.67232
3370765,2448187,5732096,8.24082038,2.765,5,2010,9,11,22,22,28.17178
3370773,2459723,5715632,8.256331408,2.882,5,2010,9,11,22,44,48.32465
3370778,2469575,5734935,8.266778788,3.19,5,2010,9,11,22,59,50.97829
3370780,2464596,5735453,8.26894986,3.033,5,2010,9,11,23,2,58.55891
3370786,2457544,5735097,8.279100231,2.907,5,2010,9,11,23,17,35.55092
3370794,2419212,5740396,8.294082484,4.111,10.6923,2010,9,11,23,39,10.01757
3386590,2459517,5729146,8.301436941,2.906,5,2010,9,11,23,49,45.44266
3370809,2419302,5737358,8.325193253,2.813,5,2010,9,12,0,23,57.98803
3370810,2466971,5731261,8.328538725,2.744,5,2010,9,12,0,28,47.03685
3375669,2453390,5739231,8.362165794,2.679,5,2010,9,12,1,17,12.41556
3370832,2474613,5735019,8.371767301,2.778,5,2010,9,12,1,31,1.98583
3370834,2505493,5730197,8.376025909,3.636,24.0275,2010,9,12,1,37,9.92953
3370850,2456307,5734787,8.407506464,2.759,5,2010,9,12,2,22,29.84952
3370854,2442527,5741523,8.416426039,2.754,5,2010,9,12,2,35,20.50078
3370858,2460236,5739025,8.422884602,3.293,6.8985,2010,9,12,2,44,38.52063
3370874,2463363,5715144,8.453156636,2.759,12,2010,9,12,3,28,14.02435
3370887,2461086,5740289,8.47778339,3.529,6.5023,2010,9,12,4,3,41.77586
3370889,2467898,5729408,8.482812612,2.946,15.2108,2010,9,12,4,10,56.30063
3370893,2483612,5736609,8.489275264,3.228,7.1107,2010,9,12,4,20,14.67382
3370894,2444421,5745074,8.492329589,2.743,7.5032,2010,9,12,4,24,38.56744
3370904,2438890,5750266,8.511260203,3.294,6.6135,2010,9,12,4,51,54.17257
3370906,2464861,5730701,8.517786214,3.047,3,2010,9,12,5,1,18.01991
3370916,2460721,5736022,8.535665261,4.484,7.3278,2010,9,12,5,27,2.76954
3370928,2420159,5737298,8.562780865,2.681,5,2010,9,12,6,6,5.5577
3370937,2463023,5741389,8.58230596,2.96,5,2010,9,12,6,34,12.5259
3370943,2461005,5737050,8.595815264,3.604,7.2473,2010,9,12,6,53,39.72984
3370957,2436906,5749395,8.623334054,2.388,5,2010,9,12,7,33,17.35327
3370983,2450288,5734160,8.673869942,3.072,5,2010,9,12,8,46,3.65394
3371017,2461536,5737352,8.738768524,3.491,6.2128,2010,9,12,10,19,30.89144
3371020,2466460,5735353,8.743365346,2.836,14.0138,2010,9,12,10,26,8.05687
3371037,2459037,5735407,8.78285131,3.974,9.0205,2010,9,12,11,22,59.64416
3371041,2432755,5737690,8.790555229,3.319,9.0715,2010,9,12,11,34,5.26278
3371071,2442866,5748972,8.844191622,2.623,5,2010,9,12,12,51,19.44717
3371091,2442293,5744709,8.8808723,3.695,9.8658,2010,9,12,13,44,8.6577
3371105,2481685,5736125,8.901048608,3.333,6.078,2010,9,12,14,13,11.89069
3371110,2460050,5732774,8.910601399,2.652,5,2010,9,12,14,26,57.25187
3371145,2467701,5732132,8.965337154,3.548,16.1349,2010,9,12,15,45,46.42111
3371150,2460535,5738040,8.975281557,2.888,5,2010,9,12,16,0,5.61748
3371168,2456014,5737948,9.009477966,2.938,5,2010,9,12,16,49,20.18727
3371197,2454273,5742507,9.067658224,2.774,5,2010,9,12,18,13,6.96154
3371222,2430080,5738291,9.119649567,3.003,13.0892,2010,9,12,19,27,59.01356
3371231,2469731,5733190,9.138212018,4.087,9.1791,2010,9,12,19,54,42.80933
3371237,2450487,5734414,9.149791464,3.042,12,2010,9,12,20,11,23.27346
3371241,2461001,5737582,9.157783522,3.496,6.7932,2010,9,12,20,22,53.78727
3371244,2467086,5730062,9.165571354,2.961,5,2010,9,12,20,34,6.65598
3371248,2425797,5739367,9.173540672,2.825,5,2010,9,12,20,45,35.20508
3371253,2444748,5740087,9.187489755,4.148,7.0457,2010,9,12,21,5,40.40581
3371263,2445885,5730992,9.212096466,2.695,5,2010,9,12,21,41,6.42564
3371264,2446518,5731885,9.215222767,3.618,9.0207,2010,9,12,21,45,36.5381
3371266,2437127,5735883,9.21866434,3.694,8.0808,2010,9,12,21,50,33.88993
3371267,2437903,5734072,9.220677895,3.209,5,2010,9,12,21,53,27.86113
3371268,2456425,5740921,9.223120485,2.736,5,2010,9,12,21,56,58.90092
3371295,2441762,5748765,9.247035335,2.566,5,2010,9,12,22,31,25.14397
3371291,2450801,5739218,9.253029272,3.262,12.63,2010,9,12,22,40,3.02005
3371287,2456219,5732421,9.258383319,2.984,5,2010,9,12,22,47,45.60976
3371299,2460341,5734918,9.281782677,2.869,5,2010,9,12,23,21,27.31427
3371302,2462597,5733585,9.287981784,2.367,5,2010,9,12,23,30,22.91712
3371309,2462176,5740863,9.29940929,2.603,13.0606,2010,9,12,23,46,50.25361
3371317,2469451,5731595,9.311906633,3.59,8.9024,2010,9,13,0,4,50.02412
3371319,2444116,5744554,9.31528115,2.615,5,2010,9,13,0,9,41.58232
3371323,2509206,5733102,9.325921015,2.953,12,2010,9,13,0,25,0.86671
3371325,2428648,5736691,9.330208102,2.821,5,2010,9,13,0,31,11.271
3371326,2453895,5738912,9.332015974,2.723,5,2010,9,13,0,33,47.47111
3371329,2467103,5729813,9.341176554,2.189,5,2010,9,13,0,46,58.94527
3371335,2471790,5740588,9.354134723,4.147,14.923,2010,9,13,1,5,38.53104
3371337,2469811,5743677,9.356534349,2.814,5,2010,9,13,1,9,5.85873
3371342,2463451,5734392,9.364650741,2.974,5,2010,9,13,1,20,47.11504
3371350,2469302,5734329,9.382712734,2.599,5,2010,9,13,1,46,47.6712
3371371,2459114,5736244,9.418387238,2.611,5,2010,9,13,2,38,9.94837
3371373,2418951,5736334,9.424213557,2.172,5,2010,9,13,2,46,33.3423
3371395,2401805,5702171,9.428380657,2.238,12,2010,9,13,2,52,33.37976
3371382,2459963,5736591,9.439132775,2.656,5,2010,9,13,3,8,2.36277
3371387,2456332,5735121,9.445658843,2.956,5,2010,9,13,3,17,26.21506
3371392,2443737,5747366,9.458000272,2.58,5,2010,9,13,3,35,12.51451
3371393,2458061,5735153,9.460693865,2.277,5,2010,9,13,3,39,5.24089
3371394,2425255,5761101,9.462824581,2.724,7.4917,2010,9,13,3,42,9.33478
3371401,2475964,5736629,9.4737498,3.305,5.0505,2010,9,13,3,57,53.27369
3371402,2439877,5747540,9.476466129,2.578,6.8379,2010,9,13,4,1,47.96452
3371409,2453981,5739287,9.483570467,2.508,5,2010,9,13,4,12,1.77935
3371411,2457979,5732081,9.485103327,2.253,5,2010,9,13,4,14,14.21845
3371421,2438299,5734570,9.504087944,2.53,5,2010,9,13,4,41,34.48933
3371440,2447694,5731971,9.543286172,2.549,5,2010,9,13,5,38,1.21621
3371447,2469054,5738584,9.555518081,2.936,12,2010,9,13,5,55,38.05316
3371448,2447427,5733342,9.558496146,2.523,5,2010,9,13,5,59,55.35798
3371450,2443338,5736824,9.562180825,3.143,5,2010,9,13,6,5,13.71425
3371451,2435641,5776603,9.563651929,2.989,9.0667,2010,9,13,6,7,20.81769
3371458,2443548,5740549,9.578424154,2.54,5,2010,9,13,6,28,37.13793
3371460,2445067,5744305,9.583446149,3.032,5,2010,9,13,6,35,51.03824
3371462,2417324,5734278,9.588129449,2.718,5,2010,9,13,6,42,35.67535
3371469,2454922,5733030,9.601384893,2.547,5,2010,9,13,7,1,40.94576
3371473,2456618,5733988,9.611590085,2.458,5,2010,9,13,7,16,22.6743
3371478,2452993,5739560,9.621609472,2.726,5,2010,9,13,7,30,48.34937
3371481,2457138,5731624,9.62759097,2.28,5,2010,9,13,7,39,25.15077
3371495,2456166,5734482,9.656640655,2.376,5,2010,9,13,8,21,15.04362
3371500,2432045,5735388,9.66547119,2.671,5,2010,9,13,8,33,58.00181
3371504,2459325,5738095,9.673701904,3.04,5,2010,9,13,8,45,49.13551
3371516,2462724,5738300,9.694064251,3.243,12,2010,9,13,9,15,8.44225
3371514,2441036,5737152,9.694471468,4.006,7.6105,2010,9,13,9,15,43.62581
3371525,2441391,5736580,9.708882927,2.886,5,2010,9,13,9,36,28.77584
3392463,2417039,5736480,9.730512559,2.112,3,2010,9,13,10,7,37.57612
3371536,2461177,5731225,9.733920329,2.548,3,2010,9,13,10,12,32.00739
3371554,2461157,5736939,9.772151715,2.797,5,2010,9,13,11,7,35.19919
3392599,2482735,5737217,9.798377287,2.546,3,2010,9,13,11,45,21.08856
3371566,2460340,5735866,9.799025152,2.444,5,2010,9,13,11,46,17.06412
3371570,2438681,5750189,9.802958459,3.271,7.1995,2010,9,13,11,51,56.90187
3371575,2448747,5731793,9.813962389,2.481,5,2010,9,13,12,7,47.64139
3371578,2455345,5740939,9.818816312,2.641,3,2010,9,13,12,14,47.02034
3371591,2435519,5732251,9.839272611,2.679,5,2010,9,13,12,44,14.44462
3371595,2460017,5738420,9.849120501,3.478,9.171,2010,9,13,12,58,25.30224
3371617,2474824,5734864,9.89352272,3.142,5,2010,9,13,14,2,21.65397
3371625,2450768,5732780,9.909763288,1.975,12,2010,9,13,14,25,44.83905
3371626,2466366,5730959,9.912118566,3.203,5,2010,9,13,14,29,8.33508
3371632,2468182,5732816,9.922884188,2.666,5,2010,9,13,14,44,38.48487
3371633,2442677,5733086,9.925039055,2.555,5,2010,9,13,14,47,44.66531
3371636,2459628,5732754,9.930730772,2.709,5,2010,9,13,14,55,56.42968
3371644,2448633,5732936,9.944958861,2.226,5,2010,9,13,15,16,25.73656
3371648,2464820,5735391,9.951722152,3.405,8.4762,2010,9,13,15,26,10.08494
3371652,2431252,5744785,9.961325172,2.325,5,2010,9,13,15,39,59.78586
3371655,2453310,5737884,9.96863985,2.773,5,2010,9,13,15,50,31.774
3371668,2431081,5775456,9.991615919,2.431,10.7533,2010,9,13,16,23,36.90642
3371671,2457230,5732626,9.997311899,2.602,5,2010,9,13,16,31,49.03905
3371673,2459996,5738812,10.00158371,2.571,5,2010,9,13,16,37,58.1237
3371674,2461216,5731199,10.00412392,2.555,5,2010,9,13,16,41,37.59795
3371676,2459188,5738098,10.00855424,2.635,5,2010,9,13,16,48,0.37771
3371678,2419633,5736283,10.01272592,2.969,5,2010,9,13,16,54,0.81071
3371683,2422685,5736453,10.02138123,3.197,5,2010,9,13,17,6,28.62912
3371691,2425161,5762250,10.04010061,2.941,8.0204,2010,9,13,17,33,25.98389
3393112,2460020,5736679,10.04088126,2.933,5,2010,9,13,17,34,33.43147
3371693,2462089,5735522,10.04371745,3.889,7.7799,2010,9,13,17,38,38.47874
3371696,2443092,5743525,10.0490812,3.202,7.457,2010,9,13,17,46,21.90657
3371697,2461758,5736208,10.05092352,3.598,9.3976,2010,9,13,17,49,1.08303
3371702,2443383,5749224,10.0634312,2.556,5,2010,9,13,18,7,1.74657
3371706,2452939,5738852,10.07359551,3.554,7.1868,2010,9,13,18,21,39.94269
3371710,2460542,5737839,10.08225314,2.806,5,2010,9,13,18,34,7.96268
3371723,2458208,5736805,10.10822464,3.654,5.4783,2010,9,13,19,11,31.90024
3371731,2453782,5739362,10.12567767,2.66,5,2010,9,13,19,36,39.84187
3371739,2479427,5735821,10.14315879,2.675,5,2010,9,13,20,1,50.21053
3371744,2459072,5736845,10.15765632,2.503,5,2010,9,13,20,22,42.79706
3371755,2461795,5731352,10.17645154,2.912,5,2010,9,13,20,49,46.70423
3371762,2456489,5733957,10.19199371,4.29,8.3733,2010,9,13,21,12,9.54713
3371768,2464317,5730590,10.20284401,3.28,2,2010,9,13,21,27,47.01333
3371769,2423492,5740671,10.2039318,3.558,9.2804,2010,9,13,21,29,20.9982
3371779,2445549,5744924,10.22066504,3.001,5,2010,9,13,21,53,26.75004
3371789,2441791,5745176,10.23493065,3.429,8.747,2010,9,13,22,13,59.29929
3371798,2471578,5730979,10.25350373,3.154,2,2010,9,13,22,40,44.01305
3371802,2459738,5731974,10.26297571,2.637,5,2010,9,13,22,54,22.39201
3371813,2451422,5731908,10.29182927,2.537,5,2010,9,13,23,35,55.34029
3371814,2456435,5734071,10.29531854,4.271,8.7606,2010,9,13,23,40,56.81281
3371817,2421855,5738625,10.29801434,3.584,7.2461,2010,9,13,23,44,49.73032
3371837,2461495,5745284,10.33979987,3.209,12,2010,9,14,0,45,0
3371840,2460717,5731212,10.34555654,3.551,8.8261,2010,9,14,0,53,17.37572
3371855,2456685,5735981,10.37722576,2.995,5,2010,9,14,1,38,53.59673
3371867,2435501,5778070,10.40113385,3.165,10.3191,2010,9,14,2,13,19.25536
3371934,2445040,5740024,10.52748333,2.979,5,2010,9,14,5,15,15.85088
3371936,2468403,5727689,10.5332713,2.778,12,2010,9,14,5,23,35.93155
3371946,2418140,5735710,10.55251461,2.925,5,2010,9,14,5,51,18.55344
3371950,2435562,5736077,10.56071077,2.426,5,2010,9,14,6,3,6.70152
3371984,2444037,5735920,10.63000548,2.672,5,2010,9,14,7,42,53.76448
3396549,2466997,5731635,10.63760042,2.88,5,2010,9,14,7,53,49.96719
3371991,2421830,5739300,10.64397298,2.722,15.233,2010,9,14,8,3,0.55675
3372001,2430921,5770509,10.6612551,2.675,7.6834,2010,9,14,8,27,53.73159
3372011,2454913,5738089,10.67993433,2.628,5,2010,9,14,8,54,47.61681
3372040,2444002,5748090,10.73700806,2.803,7.455,2010,9,14,10,16,58.78772
3372048,2453646,5738068,10.75352768,3.155,5,2010,9,14,10,40,46.08237
3372068,2401721,5706820,10.79614032,2.357,12,2010,9,14,11,42,7.81444
3372082,2466235,5730884,10.82239867,2.673,5,2010,9,14,12,19,56.53623
3372087,2461220,5736820,10.83363111,4.363,5.9967,2010,9,14,12,36,7.01907
3372092,2463414,5742301,10.84288065,3.296,5.8196,2010,9,14,12,49,26.17908
3372131,2460675,5729897,10.91745943,3.084,5,2010,9,14,14,36,49.78546
3372134,2469488,5731588,10.92151521,3.67,9.0613,2010,9,14,14,42,40.20477
3372153,2463498,5741315,10.95966441,3.278,6.6981,2010,9,14,15,37,36.29559
3411350,2442274,5734702,10.96636361,2.781,12,2010,9,14,15,47,15.10721
3411414,2442740,5751611,10.98445162,2.646,5,2010,9,14,16,13,17.91122
3372169,2442825,5747892,10.99441877,2.519,5,2010,9,14,16,27,39.0728
3372172,2462470,5737969,11.00207228,2.597,13.2592,2010,9,14,16,38,40.33617
3372175,2416335,5737858,11.00760254,2.552,5,2010,9,14,16,46,38.15021
3372177,2458239,5735173,11.01190737,3.758,9.6675,2010,9,14,16,52,50.08766
3412936,2412749,5741218,11.03248803,2.839,17.5841,2010,9,14,17,22,28.25705
3372197,2459920,5738319,11.04643474,3.464,8.7908,2010,9,14,17,42,33.25272
3372207,2464212,5733175,11.06525271,3.255,5,2010,9,14,18,9,39.1252
3372212,2457762,5744659,11.07625366,2.499,5,2010,9,14,18,25,29.60694
3372217,2464973,5735056,11.09020427,2.626,5,2010,9,14,18,45,34.93985
3372223,2442697,5738144,11.10278478,2.685,5,2010,9,14,19,3,41.89632
3372228,2461335,5730575,11.10969987,3.785,9.005,2010,9,14,19,13,39.35957
3424760,2440711,5733485,11.11461881,2.369,5,2010,9,14,19,20,44.35592
3372246,2467897,5732264,11.15201865,3.431,8.6471,2010,9,14,20,14,35.70222
3372255,2440123,5737842,11.17425186,2.962,12,2010,9,14,20,46,36.65128
3372289,2463622,5730396,11.20249252,2.652,5,2010,9,14,21,27,16.64462
3372300,2460848,5737596,11.27153734,2.721,5,2010,9,14,23,6,42.11699
3372301,2460982,5734346,11.27310064,2.509,5,2010,9,14,23,8,57.18638
3372306,2443448,5746100,11.28541478,2.801,5,2010,9,14,23,26,41.1279
3372320,2442113,5750941,11.30885477,3.181,5,2010,9,15,0,0,26.34294
3372325,2451377,5734238,11.31653288,3.322,7.2595,2010,9,15,0,11,29.7319
3372330,2451356,5733536,11.32609254,3.263,6.633,2010,9,15,0,25,15.68651
3390951,2440053,5748524,11.32634754,2.553,5,2010,9,15,0,25,37.71845
3372344,2443002,5747873,11.35679089,2.659,5,2010,9,15,1,9,28.02393
3372349,2468097,5711291,11.36297192,2.453,12,2010,9,15,1,18,22.06526
3372351,2462972,5734729,11.36675007,2.58,5,2010,9,15,1,23,48.49661
3372354,2458236,5736169,11.37237919,2.645,5,2010,9,15,1,31,54.85296
3372358,2455646,5727845,11.38048698,2.221,5,2010,9,15,1,43,35.36568
3372360,2442307,5739628,11.38279318,2.608,5,2010,9,15,1,46,54.62156
3391036,2477063,5736691,11.38673687,2.494,5,2010,9,15,1,52,35.35677
3372362,2460548,5737937,11.38683877,3.719,7.0548,2010,9,15,1,52,44.16055
3372378,2445257,5739003,11.41513406,3.25,5,2010,9,15,2,33,28.87401
3372381,2462021,5733154,11.4201393,2.556,5,2010,9,15,2,40,41.32674
3372385,2464853,5728626,11.42645646,2.719,5,2010,9,15,2,49,47.12892
3372390,2454001,5737158,11.43471703,2.47,5,2010,9,15,3,1,40.84232
3372395,2447792,5732469,11.44149728,2.5,5,2010,9,15,3,11,26.65593
3372409,2461018,5731262,11.46432236,2.185,5,2010,9,15,3,44,18.74255
3372411,2436429,5735864,11.46997433,3.51,8.4086,2010,9,15,3,52,27.07336
3391280,2441653,5736384,11.47108582,2.847,5,2010,9,15,3,54,3.10611
3372443,2435559,5736164,11.52012307,3.345,8.2694,2010,9,15,5,4,39.92381
3392206,2435779,5736205,11.55127399,2.578,5,2010,9,15,5,49,31.36382
3372483,2442963,5746141,11.59541018,2.479,5,2010,9,15,6,53,4.73012
3372484,2422870,5740275,11.59712818,3.572,8.9708,2010,9,15,6,55,33.16565
3372486,2458288,5735803,11.60141333,2.74,5,2010,9,15,7,1,43.40228
3372491,2458260,5738268,11.60980713,2.631,5,2010,9,15,7,13,48.62744
3372505,2443873,5728662,11.63964304,2.542,5,2010,9,15,7,56,46.44967
3372508,2459668,5734334,11.64512471,2.227,5,2010,9,15,8,4,40.06592
3372511,2455433,5739796,11.6535858,2.867,5,2010,9,15,8,16,51.10398
3392516,2458392,5717904,11.66011064,2.602,5,2010,9,15,8,26,14.85066
3372516,2433710,5737611,11.66320264,4.058,9.1807,2010,9,15,8,30,41.99899
3372517,2459546,5737515,11.66601003,2.717,5,2010,9,15,8,34,44.55735
3392588,2460710,5739492,11.6699656,2.545,5,2010,9,15,8,40,26.31913
